"","fips","year","state","county","population","combined_overdose_mortality_rate","combined_overdose_deaths","child_mortality_rate","infant_mortality_rate","age_adjusted_mortality","combined_household_income"
"619",6073,2018,"California","San Diego","3317749","12.873580528","1272","35.548503099","4.1002128705","244",70693
"620",6075,2018,"California","San Francisco","870887","21.095970438","546","33.842195578","2.942365209","239.1",101873
"621",6077,2018,"California","San Joaquin","733709","15.859064858","345","48.060014944","5.5555555556","366.8",59038
"622",6079,2018,"California","San Luis Obispo","282887","15.414331297","130","43.863323854","5.5631306245","261.7",69517
"623",6081,2018,"California","San Mateo","764797","8.1712448214","187","26.051903408","2.9090681598","185.9",107075
"624",6083,2018,"California","Santa Barbara","446170","14.643960268","195","37.324442718","4.1142002244","243.5",66360
"625",6085,2018,"California","Santa Clara","1919402","7.414449034","425","28.16856159","3.1421416647","195.1",110843
"626",6087,2018,"California","Santa Cruz","274673","19.131805957","157","43.564392758","4.3000701098","243.1",75929
"627",6089,2018,"California","Shasta","179631","19.852755637","107","45.849342934","5.4887792677","444.6",46663
"628",6091,2018,"California","Sierra","2947",NA,NA,NA,NA,"329.4",48099
"629",6093,2018,"California","Siskiyou","43603","27.526092442","36","45.245030116",NA,"439.3",40875
"630",6095,2018,"California","Solano","440207","13.461523753","176","50.944362199","5.5890531648","310.1",73200
"631",6097,2018,"California","Sonoma","503070","14.214471129","214","28.30510956","3.5362397085","243.2",73496
"632",6099,2018,"California","Stanislaus","541560","14.950882319","241","47.613827878","5.7473409218","369.5",54060
"633",6101,2018,"California","Sutter","96651","9.3438214846","27","40.573973281","5.3567602314","361.7",51283
"634",6103,2018,"California","Tehama","63276","12.654823861","24","44.51772465","4.6897546898","381.6",40585
"635",6105,2018,"California","Trinity","12782",NA,NA,NA,NA,"465",38727
"636",6107,2018,"California","Tulare","460437","8.9227550566","123","48.171476594","5.2446607191","361.3",45768
"637",6109,2018,"California","Tuolumne","53804","34.708449028","56","55.4954355","6.6942939114","347.3",50431
"638",6111,2018,"California","Ventura","849738","13.744614075","350","35.888063655","4.4946844301","230.1",79470
"639",6113,2018,"California","Yolo","215802","14.141871252","90","37.998942638","4.1317435958","273.9",63645
"640",6115,2018,"California","Yuba","75275","16.090608002","36","55.737307646","5.4515287983","452.4",46054
"641",53000,2018,"Washington","year_state_total","7288000","14.753799057","3175","40.559913141","4.5962690819","286.7",67064
"642",53001,2018,"Washington","Adams","19238",NA,NA,"44.236369669",NA,"352.3",48698
"643",53003,2018,"Washington","Asotin","22306","24.024024024","16",NA,NA,"359.3",46121
"644",53005,2018,"Washington","Benton","193686","15.600870143","89","43.546463582","4.7414268387","283.5",63474
"645",53007,2018,"Washington","Chelan","76338","9.7100233923","22","42.744470796","4.1273584906","274.6",51930
"646",53009,2018,"Washington","Clallam","74570","19.477195827","43","50.409089147","6.1168529846","333.1",49502
"647",53011,2018,"Washington","Clark","467018","13.429922302","185","33.46156622","4.7305635541","280.5",68937
"648",53013,2018,"Washington","Columbia","3938",NA,NA,NA,NA,"477.5",47894
"649",53015,2018,"Washington","Cowlitz","105160","18.663860652","58","48.742238328","5.450882806","389.5",51772
"650",53017,2018,"Washington","Douglas","41327","13.972794148","17","23.661918508",NA,"261",52363
"651",53019,2018,"Washington","Ferry","7614",NA,NA,NA,NA,"366.1",40581
"652",53021,2018,"Washington","Franklin","90160","8.2466188863","22","39.027701184","4.1617122473","230.7",56940
"653",53023,2018,"Washington","Garfield","2247",NA,NA,NA,NA,"230.3",51922
"654",53025,2018,"Washington","Grant","93546","10.00171458","28","47.270781306","4.6431172615","340.9",48997
"655",53027,2018,"Washington","Grays Harbor","71628","25.752921786","55","41.916067267","5.4624908958","437.2",48210
"656",53029,2018,"Washington","Island","82636","12.783294296","31","59.752029079","4.138150565","255.3",64475
"657",53031,2018,"Washington","Jefferson","31139","15.24506441","14","80.575182844",NA,"279.4",53345
"658",53033,2018,"Washington","King","2149970","14.069501763","893","35.20110632","3.9931897353","234.7",85907
"659",53035,2018,"Washington","Kitsap","264811","14.375100273","112","43.607550601","5.35559201","294.8",68706
"660",53037,2018,"Washington","Kittitas","44866","8.4189901804","11","35.831786052",NA,"261.8",50410
"661",53039,2018,"Washington","Klickitat","21301",NA,NA,NA,NA,"279.5",50691
"662",53041,2018,"Washington","Lewis","77066","16.222662621","37","67.765981477","6.554756195","367.1",47127
"663",53043,2018,"Washington","Lincoln","10350",NA,NA,NA,NA,"320.2",53886
"664",53045,2018,"Washington","Mason","62198","20.116129874","37","57.317539167","5.0683120317","355.6",52758
"665",53047,2018,"Washington","Okanogan","41554","15.278224509","19","28.585535719",NA,"374.6",41726
"666",53049,2018,"Washington","Pacific","21249","19.151584794","12",NA,NA,"388",43168
"667",53051,2018,"Washington","Pend Oreille","13123",NA,NA,NA,NA,"385.9",48706
"668",53053,2018,"Washington","Pierce","861312","16.51430675","419","46.645330056","5.2500063101","332.8",64312
"669",53055,2018,"Washington","San Juan","16339",NA,NA,NA,NA,"218",59658
"670",53057,2018,"Washington","Skagit","123681","16.671586151","61","36.912287178","5.0642773666","299.1",60442
"671",53059,2018,"Washington","Skamania","11510",NA,NA,NA,NA,"322",55802
"672",53061,2018,"Washington","Snohomish","787620","16.510727231","383","34.356147418","4.0428388357","275",78582
"673",53063,2018,"Washington","Spokane","499072","18.313341269","270","46.348407601","5.2704378518","347.6",52933
"674",53065,2018,"Washington","Stevens","44439","15.16530179","20","33.488755506",NA,"337.8",51303
"675",53067,2018,"Washington","Thurston","275222","10.732671362","87","41.564169989","5.040091638","281.3",65684
"676",53069,2018,"Washington","Wahkiakum","4139",NA,NA,NA,NA,"315.9",54162
"677",53071,2018,"Washington","Walla Walla","60340","19.942167714","36","50.078006125","5.9498512537","315.8",53598
"678",53073,2018,"Washington","Whatcom","216800","9.4127244346","60","37.933793676","4.2606516291","258.7",56636
"679",53075,2018,"Washington","Whitman","48851","8.341732995","12","62.465297057",NA,"278.8",42693
"680",53077,2018,"Washington","Yakima","249636","10.587640873","79","47.875927175","4.7534972158","359.3",48232
"681",41000,2019,"Oregon","year_state_total","4142776","12.563983779","1541","43.341117987","4.9205265119","308.9",60123
"682",41001,2019,"Oregon","Baker","16054",NA,NA,"87.747287811",NA,"338.7",43929
"683",41003,2019,"Oregon","Benton","90951","7.0919868014","19","38.955319942","4.5627376426","213.6",60572
"684",41005,2019,"Oregon","Clackamas","412672","8.9179864332","109","34.667320554","4.410220511","262.7",79404
"685",41007,2019,"Oregon","Clatsop","39182","14.700159972","17","60.540831427",NA,"364.4",52706
"686",41009,2019,"Oregon","Columbia","51782","11.829108808","18","47.752234122",NA,"311.7",61453
"687",41011,2019,"Oregon","Coos","63888","11.532211564","22","42.536900761",NA,"443.5",42464
"688",41013,2019,"Oregon","Crook","23123","19.309894093","13",NA,NA,"342.1",47940
"689",41015,2019,"Oregon","Curry","22669","26.523244677","18",NA,NA,"411.7",40580
"690",41017,2019,"Oregon","Deschutes","186875","11.04057411","60","35.54446747","3.927226096","242.9",65506
"691",41019,2019,"Oregon","Douglas","109405","13.515713553","44","54.758645319","6.3257775435","434.7",47157
"692",41021,2019,"Oregon","Gilliam","1855",NA,NA,NA,NA,"352.1",53792
"693",41023,2019,"Oregon","Grant","7190",NA,NA,NA,NA,"326.3",46329
"694",41025,2019,"Oregon","Harney","7289",NA,NA,NA,NA,"422.7",42883
"695",41027,2019,"Oregon","Hood River","23377",NA,NA,NA,NA,"242.7",63951
"696",41029,2019,"Oregon","Jackson","217479","13.300895645","86","48.284496746","4.5642648491","342.3",51364
"697",41031,2019,"Oregon","Jefferson","23758",NA,NA,"96.083455344",NA,"352.3",49616
"698",41033,2019,"Oregon","Josephine","86352","13.618624052","35","51.011222469","7.2526333966","426.9",43492
"699",41035,2019,"Oregon","Klamath","66935","12.53799011","25","59.42393736","7.1258907363","429.1",41875
"700",41037,2019,"Oregon","Lake","7863",NA,NA,NA,NA,"355.4",43627
"701",41039,2019,"Oregon","Lane","374748","18.967413983","210","47.326589595","4.983256259","322.6",50711
"702",41041,2019,"Oregon","Lincoln","48920","13.216104171","19","67.609096497",NA,"403.5",45435
"703",41043,2019,"Oregon","Linn","125047","11.127908523","41","35.711416047","4.749183734","357.2",51888
"704",41045,2019,"Oregon","Malheur","30480",NA,NA,"51.878992251",NA,"400",41786
"705",41047,2019,"Oregon","Marion","341286","11.504489726","116","41.505422579","5.2466568558","327.6",56148
"706",41049,2019,"Oregon","Morrow","11166",NA,NA,NA,NA,"297.1",51673
"707",41051,2019,"Oregon","Multnomah","807555","16.891786213","405","43.765023965","4.4472023994","315.1",63587
"708",41053,2019,"Oregon","Polk","83696","6.5330121269","16","67.152853325","6.4049926096","297.6",56917
"709",41055,2019,"Oregon","Sherman","1758",NA,NA,NA,NA,"320.4",56096
"710",41057,2019,"Oregon","Tillamook","26690","22.934026451","18","65.524193548",NA,"353.4",48470
"711",41059,2019,"Oregon","Umatilla","76985","9.1315464491","21","41.844187462","5.0845128487","360.7",51586
"712",41061,2019,"Oregon","Union","26222","14.084687384","11","69.348127601",NA,"357.7",46753
"713",41063,2019,"Oregon","Wallowa","7051",NA,NA,NA,NA,"310.9",47822
"714",41065,2019,"Oregon","Wasco","26437",NA,NA,NA,NA,"373.9",49735
"715",41067,2019,"Oregon","Washington","588957","8.3616732968","146","35.144968442","4.6157170074","219.8",80845
"716",41069,2019,"Oregon","Wheeler","1357",NA,NA,NA,NA,NA,40047
"717",41071,2019,"Oregon","Yamhill","105722","10.529136994","33","37.001406053","5.3462638319","322.6",62759
"718",6000,2019,"California","year_state_total","39536653","12.024778319","14181","37.419976744","4.3767860216","270.2",71785
"719",6001,2019,"California","Alameda","1663190","9.900772038","490","32.504410537","3.8757717003","235.9",95550
"720",6003,2019,"California","Alpine","1120",NA,NA,NA,NA,"926.4",55755
"721",6005,2019,"California","Amador","38626","16.812671445","19",NA,NA,"288.8",60588
"722",6007,2019,"California","Butte","229294","26.996533","184","40.67341992","4.6435079057","389.6",48634
"723",6009,2019,"California","Calaveras","45670","18.427201498","25","44.798566446",NA,"326.4",58536
"724",6011,2019,"California","Colusa","21805","16.955684008","11","46.042442761",NA,"316.8",53595
"725",6013,2019,"California","Contra Costa","1147439","10.119346695","345","29.368856576","4.0054945689","237.1",95062
"726",6015,2019,"California","Del Norte","27470","18.233978411","15",NA,NA,"489.1",39996
"727",6017,2019,"California","El Dorado","188987","20.212354936","113","23.069115069","2.3218431863","260.4",78464
"728",6019,2019,"California","Fresno","989255","13.858549723","408","53.182993221","6.8779281034","347.5",51452
"729",6021,2019,"California","Glenn","28094","11.877048791","10","63.698538286",NA,"354.9",49979
"730",6023,2019,"California","Humboldt","136754","33.974780447","139","62.478700443","6.149706928","428.4",46123
"731",6025,2019,"California","Imperial","182830","18.017885509","98","37.798389207","3.4152046784","304.9",43413
"732",6027,2019,"California","Inyo","18026","22.046665442","12","73.504844637",NA,"361.8",53528
"733",6029,2019,"California","Kern","893119","24.322549334","647","49.011393696","6.0166537762","398.6",49904
"734",6031,2019,"California","Kings","150101","9.3157162788","42","42.497131444","4.8231511254","321.5",55076
"735",6033,2019,"California","Lake","64246","40.424352044","78","47.195635348","5.7346252719","552",45797
"736",6035,2019,"California","Lassen","31163","26.77290154","25","60.716454159",NA,"376.9",58776
"737",6037,2019,"California","Los Angeles","10163507","8.1058781268","2470","35.380557291","4.1742553025","259.8",64912
"738",6039,2019,"California","Madera","156890","13.288039693","62","52.117797935","5.719258983","327.2",50783
"739",6041,2019,"California","Marin","260955","12.263245902","96","16.924053311","2.6676592841","165.6",112735
"740",6043,2019,"California","Mariposa","17569",NA,NA,NA,NA,"380.3",52387
"741",6045,2019,"California","Mendocino","88018","26.96595074","71","66.879983214","6.9406641263","351.8",50453
"742",6047,2019,"California","Merced","272673","13.954062732","113","42.392825638","4.161169187","361.7",48036
"743",6049,2019,"California","Modoc","8859",NA,NA,NA,NA,"440.1",40970
"744",6051,2019,"California","Mono","14168",NA,NA,NA,NA,"191",60318
"745",6053,2019,"California","Monterey","437907","10.864267806","142","38.875408683","4.4824599394","251",70294
"746",6055,2019,"California","Napa","140973","10.103502156","43","31.290141958","3.3613445378","244.4",83881
"747",6057,2019,"California","Nevada","99814","18.133096931","54","33.017513638","4.2689434365","261.3",64901
"748",6059,2019,"California","Orange","3190400","12.252551951","1168","29.998967363","3.3287350807","213.7",86031
"749",6061,2019,"California","Placer","386166","11.645337312","133","30.14348886","4.0105419961","241.7",81366
"750",6063,2019,"California","Plumas","18742","19.721036968","11",NA,NA,"373.8",51756
"751",6065,2019,"California","Riverside","2423266","15.365238838","1102","36.268917538","4.4837215353","295.3",63776
"752",6067,2019,"California","Sacramento","1530615","15.902657261","723","42.34266665","4.9892672739","326.7",62959
"753",6069,2019,"California","San Benito","60310","9.5229559255","17","38.488677914","4.2943587742","259.6",77200
"754",6071,2019,"California","San Bernardino","2157404","6.1161289479","393","50.076925661","5.983908895","346.4",60270
"755",6073,2019,"California","San Diego","3337685","13.420452428","1336","33.600512897","3.89742193","244.4",76048
"756",6075,2019,"California","San Francisco","884363","21.60250925","566","30.157524944","2.7528596516","236.9",109601
"757",6077,2019,"California","San Joaquin","745424","16.7328802","369","47.5470336","5.4928202983","369.3",60950
"758",6079,2019,"California","San Luis Obispo","283405","16.515413009","140","39.472840219","5.2230685528","260.7",70634
"759",6081,2019,"California","San Mateo","771410","8.6471285015","199","28.135526668","2.874782035","182.4",115908
"760",6083,2019,"California","Santa Barbara","448150","15.383592875","206","41.729092719","4.1314135867","245.5",70651
"761",6085,2019,"California","Santa Clara","1938153","7.7567712024","448","27.568916536","3.1653885664","192.1",118468
"762",6087,2019,"California","Santa Cruz","275897","17.096794533","141","38.781342481","4.2541255668","234.5",76633
"763",6089,2019,"California","Shasta","179921","18.735449883","101","45.222267444","5.5359490693","444.7",51207
"764",6091,2019,"California","Sierra","2999",NA,NA,NA,NA,"316",49495
"765",6093,2019,"California","Siskiyou","43853","28.242118922","37","36.816765789",NA,"441.9",44013
"766",6095,2019,"California","Solano","445458","12.559040731","166","49.395534744","5.6472273491","302.8",75931
"767",6097,2019,"California","Sonoma","504217","13.846258827","209","28.072456488","3.0616150019","246.7",79511
"768",6099,2019,"California","Stanislaus","547899","14.743400332","240","44.453225328","5.4451199045","372.2",58925
"769",6101,2019,"California","Sutter","96648","10.353324452","30","45.647600524","5.1908727155","360.8",54102
"770",6103,2019,"California","Tehama","63926","11.547950239","22","44.374322059","4.2093704246","399.5",41819
"771",6105,2019,"California","Trinity","12709",NA,NA,NA,NA,"464.2",40676
"772",6107,2019,"California","Tulare","464493","8.8099809863","122","47.367133456","5.2965325123","364.3",46377
"773",6109,2019,"California","Tuolumne","54248","30.909799024","50","61.106018943","6.3111391606","349.8",58776
"774",6111,2019,"California","Ventura","854223","14.758287052","377","34.862355728","4.4063614301","236.9",82436
"775",6113,2019,"California","Yolo","219116","14.198977056","92","37.697502131","4.0719976394","271.9",64900
"776",6115,2019,"California","Yuba","77031","19.400523814","44","60.322362706","5.7333970377","480.2",53822
"777",53000,2019,"Washington","year_state_total","7405743","15.390530246","3365","39.785037528","4.4936823641","287.9",70942
"778",53001,2019,"Washington","Adams","19506",NA,NA,"40.204678363",NA,"353.5",48056
"779",53003,2019,"Washington","Asotin","22535","26.887342037","18",NA,NA,"355.4",50777
"780",53005,2019,"Washington","Benton","198171","16.833686612","98","42.318056677","4.9621026228","294.1",64717
"781",53007,2019,"Washington","Chelan","76533","10.502592828","24","38.487443472","3.8455849726","262",57284
"782",53009,2019,"Washington","Clallam","75474","22.815729432","51","52.171896738","6.1662768446","339.3",49070
"783",53011,2019,"Washington","Clark","474643","14.630776302","205","36.614708652","4.4434170648","277.3",74243
"784",53013,2019,"Washington","Columbia","4047",NA,NA,NA,NA,"500.6",50322
"785",53015,2019,"Washington","Cowlitz","106910","18.381304312","58","58.774139379","6.3694267516","416.4",50617
"786",53017,2019,"Washington","Douglas","41945","12.115729448","15","28.140609244",NA,"256.5",54580
"787",53019,2019,"Washington","Ferry","7594",NA,NA,NA,NA,"403.7",43665
"788",53021,2019,"Washington","Franklin","92125","8.4842046243","23","33.7194207","4.1638341264","241.1",61285
"789",53023,2019,"Washington","Garfield","2210",NA,NA,NA,NA,"330.3",52682
"790",53025,2019,"Washington","Grant","95158","12.767632633","36","52.528957701","4.6125461255","342.5",55807
"791",53027,2019,"Washington","Grays Harbor","72697","25.992471466","56","43.632946231","5.1150895141","433.2",47619
"792",53029,2019,"Washington","Island","83159","12.58178158","31","54.738169091","3.9538193895","263.8",63529
"793",53031,2019,"Washington","Jefferson","31234","19.38840358","18","82.169268694",NA,"287.2",53364
"794",53033,2019,"Washington","King","2188649","14.374795531","928","33.474557071","3.8442549745","233.5",89519
"795",53035,2019,"Washington","Kitsap","266414","14.279287704","113","43.40357941","5.1966626937","285",72795
"796",53037,2019,"Washington","Kittitas","46205","9.6769391097","13","38.567847271",NA,"282.6",56393
"797",53039,2019,"Washington","Klickitat","21811","15.591381085","10",NA,NA,"296.7",55282
"798",53041,2019,"Washington","Lewis","78200","14.709190648","34","58.589348757","6.5484746846","377.2",50086
"799",53043,2019,"Washington","Lincoln","10579",NA,NA,NA,NA,"293.4",53504
"800",53045,2019,"Washington","Mason","63710","18.188529457","34","50.386294928","4.4414834555","359.7",55030
"801",53047,2019,"Washington","Okanogan","41742","10.41566516","13","33.721563643",NA,"374",44819
"802",53049,2019,"Washington","Pacific","21626","21.970089293","14","71.133873951",NA,"423.6",45526
"803",53051,2019,"Washington","Pend Oreille","13354",NA,NA,NA,NA,"369",48574
"804",53053,2019,"Washington","Pierce","876764","17.583064488","454","44.556697783","5.1884900742","337",69027
"805",53055,2019,"Washington","San Juan","16715",NA,NA,NA,NA,"203.3",59538
"806",53057,2019,"Washington","Skagit","125619","18.052195093","67","33.958973888","4.8444918128","302.5",65505
"807",53059,2019,"Washington","Skamania","11837",NA,NA,NA,NA,"305",59639
"808",53061,2019,"Washington","Snohomish","801633","16.513150819","390","37.614170894","4.0204788435","277.5",82405
"809",53063,2019,"Washington","Spokane","506152","19.382837099","290","44.795163932","5.1531702683","349.8",53438
"810",53065,2019,"Washington","Stevens","44730","16.546329723","22","28.350515464",NA,"336",52136
"811",53067,2019,"Washington","Thurston","280588","11.752646769","97","35.700185641","4.5647509928","286.8",71370
"812",53069,2019,"Washington","Wahkiakum","4264",NA,NA,NA,NA,"264.4",53694
"813",53071,2019,"Washington","Walla Walla","60567","19.8626169","36","52.252670692","5.9134107709","315.6",54243
"814",53073,2019,"Washington","Whatcom","221404","10.60742089","69","38.806865287","4.0362642822","263.4",61026
"815",53075,2019,"Washington","Whitman","49046","10.95335241","16","44.500735974",NA,"263.8",44913
"816",53077,2019,"Washington","Yakima","250193","12.555783073","94","45.461280459","4.5715464201","362.4",47573
"817",41000,2020,"Oregon","year_state_total",NA,"12.738439363","1583","41.911377272","4.839227344",NA,63168
"818",41001,2020,"Oregon","Baker",NA,NA,NA,"127.44941851",NA,NA,45972
"819",41003,2020,"Oregon","Benton",NA,"4.4046880563","12","33.645111365","4.1737810662",NA,63600
"820",41005,2020,"Oregon","Clackamas",NA,"8.7321486179","108","33.095030417","4.1650758391",NA,81061
"821",41007,2020,"Oregon","Clatsop",NA,"18.710983347","22","40.012003601",NA,NA,53806
"822",41009,2020,"Oregon","Columbia",NA,"16.134861627","25","43.196544276",NA,NA,63338
"823",41011,2020,"Oregon","Coos",NA,"10.414605443","20","42.258282623",NA,NA,48352
"824",41013,2020,"Oregon","Crook",NA,NA,NA,NA,NA,NA,51348
"825",41015,2020,"Oregon","Curry",NA,"14.663831659","10",NA,NA,NA,48788
"826",41017,2020,"Oregon","Deschutes",NA,"10.710881184","60","31.043593131","3.8222646918",NA,67372
"827",41019,2020,"Oregon","Douglas",NA,"11.884989867","39","68.67481292","7.0884746653",NA,47020
"828",41021,2020,"Oregon","Gilliam",NA,NA,NA,NA,NA,NA,54325
"829",41023,2020,"Oregon","Grant",NA,NA,NA,NA,NA,NA,46141
"830",41025,2020,"Oregon","Harney",NA,NA,NA,NA,NA,NA,43370
"831",41027,2020,"Oregon","Hood River",NA,NA,NA,NA,NA,NA,66607
"832",41029,2020,"Oregon","Jackson",NA,"15.453585691","101","51.31465926","4.8150179801",NA,55511
"833",41031,2020,"Oregon","Jefferson",NA,NA,NA,"85.674347297",NA,NA,50376
"834",41033,2020,"Oregon","Josephine",NA,"14.25000674","37","51.913378819","7.4652188666",NA,46578
"835",41035,2020,"Oregon","Klamath",NA,"12.933328691","26","53.583157604","6.8728522337",NA,45374
"836",41037,2020,"Oregon","Lake",NA,NA,NA,NA,NA,NA,44847
"837",41039,2020,"Oregon","Lane",NA,"19.130190288","215","44.922822591","4.9626806416",NA,53161
"838",41041,2020,"Oregon","Lincoln",NA,"11.634750948","17","48.478972246",NA,NA,49265
"839",41043,2020,"Oregon","Linn",NA,"10.926602546","41","33.619393081","4.3040203463",NA,54292
"840",41045,2020,"Oregon","Malheur",NA,NA,NA,"48.075382199",NA,NA,42624
"841",41047,2020,"Oregon","Marion",NA,"11.225316505","115","42.679438884","5.1336349344",NA,56408
"842",41049,2020,"Oregon","Morrow",NA,NA,NA,NA,NA,NA,55343
"843",41051,2020,"Oregon","Multnomah",NA,"18.601182787","450","40.231982804","4.5263157895",NA,70756
"844",41053,2020,"Oregon","Polk",NA,"7.9759763592","20","58.075075234","6.4599483204",NA,62389
"845",41055,2020,"Oregon","Sherman",NA,NA,NA,NA,NA,NA,58838
"846",41057,2020,"Oregon","Tillamook",NA,"17.583521728","14","54.797250174",NA,NA,52486
"847",41059,2020,"Oregon","Umatilla",NA,"8.2266395909","19","48.35220766","5.2609718953",NA,53917
"848",41061,2020,"Oregon","Union",NA,"13.964707376","11","59.908425692",NA,NA,50616
"849",41063,2020,"Oregon","Wallowa",NA,NA,NA,NA,NA,NA,48137
"850",41065,2020,"Oregon","Wasco",NA,"12.649101281","10","55.470216761",NA,NA,52269
"851",41067,2020,"Oregon","Washington",NA,"8.2512400879","146","31.707041514","4.3397766409",NA,82819
"852",41069,2020,"Oregon","Wheeler",NA,NA,NA,NA,NA,NA,39579
"853",41071,2020,"Oregon","Yamhill",NA,"8.4970055923","27","45.452143121","6.0271220492",NA,61776
"854",6000,2020,"California","year_state_total",NA,"12.565094817","14870","36.799712772","4.2726803325",NA,75250
"855",6001,2020,"California","Alameda",NA,"9.6632003033","481","31.690480455","3.7255329986",NA,101744
"856",6003,2020,"California","Alpine",NA,NA,NA,NA,NA,NA,55384
"857",6005,2020,"California","Amador",NA,"16.465612867","19","47.315898142",NA,NA,58515
"858",6007,2020,"California","Butte",NA,"25.894148213","178","36.628034113","4.2695052053",NA,50945
"859",6009,2020,"California","Calaveras",NA,"16.856855976","23","51.514858817",NA,NA,62984
"860",6011,2020,"California","Colusa",NA,NA,NA,"42.011511154",NA,NA,57249
"861",6013,2020,"California","Contra Costa",NA,"11.623229096","399","30.248410283","3.6775335083",NA,101463
"862",6015,2020,"California","Del Norte",NA,"13.27892996","11",NA,NA,NA,48518
"863",6017,2020,"California","El Dorado",NA,"19.105238019","108","25.114336321","2.5967048711",NA,81869
"864",6019,2020,"California","Fresno",NA,"12.721143756","377","51.711692628","6.6986346499",NA,52318
"865",6021,2020,"California","Glenn",NA,"11.87281837","10","63.732725077",NA,NA,47365
"866",6023,2020,"California","Humboldt",NA,"31.968919377","131","56.825177342","6.3934902645",NA,49471
"867",6025,2020,"California","Imperial",NA,"18.330461561","100","36.712847564","3.2550240589",NA,46633
"868",6027,2020,"California","Inyo",NA,"33.236700704","18",NA,NA,NA,53793
"869",6029,2020,"California","Kern",NA,"24.750707657","662","48.352111682","5.7292934209",NA,51586
"870",6031,2020,"California","Kings",NA,"10.415466303","47","43.214159637","4.727559246",NA,58255
"871",6033,2020,"California","Lake",NA,"46.694060516","90","52.461965075","6.1011611887",NA,45086
"872",6035,2020,"California","Lassen",NA,"23.697958744","22","70.51523129",NA,NA,57705
"873",6037,2020,"California","Los Angeles",NA,"8.9650586346","2726","34.60474474","4.0319465423",NA,67986
"874",6039,2020,"California","Madera",NA,"10.441994719","49","48.393961833","5.2985911981",NA,53632
"875",6041,2020,"California","Marin",NA,"14.079603518","110","16.566792574","2.7101979075",NA,122933
"876",6043,2020,"California","Mariposa",NA,NA,NA,NA,NA,NA,51402
"877",6045,2020,"California","Mendocino",NA,"32.66831781","86","62.061771269","6.7049808429",NA,51386
"878",6047,2020,"California","Merced",NA,"13.601107694","111","43.845328607","4.0567259835",NA,56169
"879",6049,2020,"California","Modoc",NA,NA,NA,NA,NA,NA,45227
"880",6051,2020,"California","Mono",NA,NA,NA,NA,NA,NA,66499
"881",6053,2020,"California","Monterey",NA,"11.079418033","145","41.070722473","4.4724492719",NA,69665
"882",6055,2020,"California","Napa",NA,"9.7028559528","41","29.3230563","3.3333333333",NA,85624
"883",6057,2020,"California","Nevada",NA,"16.743855842","50","36.153812781","3.5568202027",NA,66681
"884",6059,2020,"California","Orange",NA,"12.598309753","1203","29.503313829","3.1678349863",NA,89373
"885",6061,2020,"California","Placer",NA,"11.46703959","133","28.485805058","3.523014475",NA,89175
"886",6063,2020,"California","Plumas",NA,NA,NA,NA,NA,NA,55079
"887",6065,2020,"California","Riverside",NA,"16.593761985","1205","35.541169199","4.4000148995",NA,66793
"888",6067,2020,"California","Sacramento",NA,"15.023822244","689","41.365658657","4.8824145759",NA,69475
"889",6069,2020,"California","San Benito",NA,"9.9304318083","18","38.374826114",NA,NA,80063
"890",6071,2020,"California","San Bernardino",NA,"8.7956552864","569","48.483768421","5.9106696728",NA,63310
"891",6073,2020,"California","San Diego",NA,"13.981680598","1398","34.258614012","3.9128077498",NA,78777
"892",6075,2020,"California","San Francisco",NA,"23.005016003","607","32.864397256","2.9575559261",NA,110601
"893",6077,2020,"California","San Joaquin",NA,"16.802633578","375","45.999354525","5.3770216341",NA,63567
"894",6079,2020,"California","San Luis Obispo",NA,"15.523896216","132","31.678149996","4.8142677389",NA,70626
"895",6081,2020,"California","San Mateo",NA,"8.5004805374","196","27.083735439","2.8892151755",NA,122930
"896",6083,2020,"California","Santa Barbara",NA,"15.438002994","207","42.970438349","4.0052067688",NA,75646
"897",6085,2020,"California","Santa Clara",NA,"8.3173356916","482","28.188930798","3.1722909117",NA,125933
"898",6087,2020,"California","Santa Cruz",NA,"16.124632498","133","32.59315823","4.1604896944",NA,84213
"899",6089,2020,"California","Shasta",NA,"19.459146911","105","44.640546556","4.8658417906",NA,53908
"900",6091,2020,"California","Sierra",NA,NA,NA,NA,NA,NA,52308
"901",6093,2020,"California","Siskiyou",NA,"22.10702851","29","48.231055125",NA,NA,47560
"902",6095,2020,"California","Solano",NA,"14.036141187","187","46.896982961","5.6134944003",NA,82808
"903",6097,2020,"California","Sonoma",NA,"13.733812181","207","26.67903377","2.8680422131",NA,81002
"904",6099,2020,"California","Stanislaus",NA,"13.237567362","217","41.151148337","5.2568786817",NA,59616
"905",6101,2020,"California","Sutter",NA,"12.409257306","36","42.756289152","5.5332537702",NA,57879
"906",6103,2020,"California","Tehama",NA,"9.4182651556","18","49.133610665","4.034476435",NA,47572
"907",6105,2020,"California","Trinity",NA,NA,NA,NA,NA,NA,40680
"908",6107,2020,"California","Tulare",NA,"9.3471988243","130","48.048382632","5.5978881546",NA,48763
"909",6109,2020,"California","Tuolumne",NA,"20.911366558","34","55.344937322","6.6079295154",NA,56500
"910",6111,2020,"California","Ventura",NA,"15.382038163","393","32.914076672","4.4387726794",NA,84170
"911",6113,2020,"California","Yolo",NA,"12.360260389","81","34.202697127","3.9474459436",NA,67804
"912",6115,2020,"California","Yuba",NA,"19.969871542","46","64.398411506","6.3050202236",NA,47504
